,name,price,img,about,ing,category
"bb Popular Cashew/Kaju - Split, 200 g","bb Popular Cashew/Kaju - Split, 200 g",157.07,https://www.bigbasket.com/media/uploads/p/s/10000525-6_4-bb-popular-cashewkaju-split.jpg,"
Cashew - Split is very wealthy in flavour is a common ingredient in desserts and are utilized to make oils. It includes good amounts of dietary fibre, oil and antioxidants. Cashews are wealthy in iron, selenium, phosphorus, magnesium and zinc. They are also good sources of protein, antioxidants and phytochemicals.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Popular Cashew/Kaju - Split, 200 g",DRY FRUITS
"bb Popular Cashew/Kaju - Broken, 200 g Pouch","bb Popular Cashew/Kaju - Broken, 200 g Pouch",217,https://www.bigbasket.com/media/uploads/p/s/10000526-6_4-bb-popular-cashewkaju-broken.jpg,"
            Cashew - Broken (4 pc) contain good amounts of dietary fibre, oil and antioxidants. They are wealthy in monounsaturated fatty acid and minerals such as potassium, iron, phosphorous, zinc, copper and selenium. This creates them more efficient than other nuts in thickening water-based dishes such as meat stews, soups, and some Indian milk-based desserts.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Popular Cashew/Kaju - Broken, 200 g Pouch",DRY FRUITS
"bb Royal Cashew/Kaju - Roasted & Salted, 200 gm Pouch","bb Royal Cashew/Kaju - Roasted & Salted, 200 gm Pouch",297,https://www.bigbasket.com/media/uploads/p/s/10000527-5_1-bb-royal-cashewkaju-roasted-salted.jpg,"
            Cashew Roasted and Salted is a suitable and tasty snack, either on their own or in a snack mix. They can be strong when you consume them in moderation as part of a balanced diet, and they include similar diet information. It includes an abundance of dietary benefits, including all three carbohydrates, macronutrients, fat and protein.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Cashew/Kaju - Roasted & Salted, 200 gm Pouch",DRY FRUITS
"bb Royal Masala Cashew/Kaju - Black Pepper, 200 g Pouch","bb Royal Masala Cashew/Kaju - Black Pepper, 200 g Pouch",360,https://www.bigbasket.com/media/uploads/p/s/10000528-3_1-bb-royal-masala-cashewkaju-black-pepper.jpg,"
BB Royal is our in house premium brand of the finest staples sourced right from the best farms and production centres in order to get you good quality at competitive prices. Every product is carefully selected by experienced and technically competent merchandisers, cleaned and packed at our hygienic facilities in food grade plastic and sold to you at the most competitive prices in the market. Masala cashews are flavoured cashews that have been roasted and coated with spicy pepper masala, making them a tasty snack.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Masala Cashew/Kaju - Black Pepper, 200 g Pouch",DRY FRUITS
"bb Royal Masala Cashew/Kaju - Red Chilli, 200 g Pouch","bb Royal Masala Cashew/Kaju - Red Chilli, 200 g Pouch",200,https://www.bigbasket.com/media/uploads/p/s/10000529-3_1-bb-royal-masala-cashewkaju-red-chilli.jpg,"
BB Royal is our in house premium brand of the finest staples sourced right from the best farms and production centres in order to get you good quality at competitive prices. Every product is carefully selected by experienced and technically competent merchandisers, cleaned and packed at our hygienic facilities in food-grade plastic and sold to you at the most competitive prices in the market.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Masala Cashew/Kaju - Red Chilli, 200 g Pouch",DRY FRUITS
"bb Royal Raisins/Kishmish - Indian, 200 g Pouch","bb Royal Raisins/Kishmish - Indian, 200 g Pouch",72,https://www.bigbasket.com/media/uploads/p/s/10000530-6_6-bb-royal-raisinskishmish-indian.jpg,"
Indian Raisins are obtained by drying grapes in the sun or in mechanical driers, which turns fresh grapes into brown coloured raisins. Raisins come with loads of health benefits; however, they are rich in calories & sugars. It is a fine source of the B-complex vitamins B3, B2, B1, B6, and contain tiny amounts of Vitamin C, E & K. It is a dense supply of minerals like calcium, iron, manganese, potassium, magnesium copper, zinc, fluoride and boron.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Raisins/Kishmish - Indian, 200 g Pouch",DRY FRUITS
"bb Royal Raisins/Kishmish - Netal, 200 g Pouch","bb Royal Raisins/Kishmish - Netal, 200 g Pouch",178,https://www.bigbasket.com/media/uploads/p/s/10000531-5_1-bb-royal-raisinskishmish-netal.jpg,"
Afghan raisins are deep-brown coloured, wrinkle-skinned dried grapes with tough flesh that have been cultivated in the regions of Afghanistan (one of the largest raisin producers). It offers 10% of daily-required levels of dietary fibre and protein for 100 grams. It is also a high-quality supply of the B-complex vitamins and vitamin E, C & K.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Raisins/Kishmish - Netal, 200 g Pouch",DRY FRUITS
"bb Royal Raisins/Kishmish - Black, Seedless, 200 g Pouch","bb Royal Raisins/Kishmish - Black, Seedless, 200 g Pouch",108,https://www.bigbasket.com/media/uploads/p/s/10000532-5_1-bb-royal-raisinskishmish-black-seedless.jpg,"
Black Raisin, the most well-liked variety of dried grape, is generally identified for its sugary taste and juicy flavour. Sweet, delicious and tasty, raisins are a great snack just as they are or can add zest to almost any preferred recipe. The natural sugars of raisins are a great supply of energy and come packaged together with fibre and other nutrients.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Raisins/Kishmish - Black, Seedless, 200 g Pouch",DRY FRUITS
"bb Royal Raisins/kishmish - Black, With Seeds, 200 g Pouch","bb Royal Raisins/kishmish - Black, With Seeds, 200 g Pouch",108,https://www.bigbasket.com/media/uploads/p/s/10000533-3_1-bb-royal-raisinskishmish-black-with-seeds.jpg,"
            Black raisin, the trendiest assortment of dried grape, is extensively recognized for its sugary flavor and juicy taste. These are an immense snack just as they are or can add flavor to approximately any favorite recipe. The natural sugars of raisins are a great supply of energy and come packaged together with fiber and additional nutrients.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Raisins/kishmish - Black, With Seeds, 200 g Pouch",DRY FRUITS
"bb Royal Anjeer - Figs, 200 g","bb Royal Anjeer - Figs, 200 g",300,https://www.bigbasket.com/media/uploads/p/s/10000534-4_1-bb-royal-anjeer-figs.jpg,"
Figs or Anjeer are a royal treat packed by BB exclusively for you. The Anjeer is a dried form of the fresh fig fruit. However, understanding that you don't compromise on taste, we bring only the finest selection of fruits. These figs are high on taste and quality.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Anjeer - Figs, 200 g",DRY FRUITS
"bb Royal Apricots/Khumani, 200 g Pouch","bb Royal Apricots/Khumani, 200 g Pouch",125,https://www.bigbasket.com/media/uploads/p/s/10000535-4_1-bb-royal-apricotskhumani.jpg,"
            Apricots are small, smooth golden orange skinned, soft juicy fleshed fruits. They possess a sweet flavour with a mild acridity. They are an excellent source of potassium, iron, magnesium and carotenoids. They also contain considerable amounts of dietary fibre and antioxidants.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Apricots/Khumani, 200 g Pouch",DRY FRUITS
"bb Royal Walnut/Akhrot - Inshell, 200 g","bb Royal Walnut/Akhrot - Inshell, 200 g",157,https://www.bigbasket.com/media/uploads/p/s/10000536-5_1-bb-royal-walnutakhrot-inshell.jpg,"
This walnut is a large, light-coloured nut, fun to crack and delicious right from the shell.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Walnut/Akhrot - Inshell, 200 g",DRY FRUITS
"bb Popular Walnut/Akhrot - Kernels, 200 g Pouch","bb Popular Walnut/Akhrot - Kernels, 200 g Pouch",320,https://www.bigbasket.com/media/uploads/p/s/10000537-6_15-bb-popular-walnutakhrot-kernels.jpg,"
            BB walnut kernels are 100% natural, safe and healthy. The walnuts have the right crunch, great flavor and rich taste. Big Basket always procures these kernels from trusted vendors and checks them thoroughly on different quality parameters. The walnut kernels are packed efficiently so that their nutritional values and freshness are retained well.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Popular Walnut/Akhrot - Kernels, 200 g Pouch",DRY FRUITS
"bb Royal Walnut/Akhrot - Kernels, 200 g Pouch","bb Royal Walnut/Akhrot - Kernels, 200 g Pouch",325,https://www.bigbasket.com/media/uploads/p/s/10000538-4_1-bb-royal-walnutakhrot-kernels.jpg,"
BB popular walnut kernels or akharot-tukda are also available in 200 gram packs, which makes it perfect for smaller families. This is one of the healthiest forms of nuts available. The advantage here is that you don't have to bother with the cracking of the shell. Walnut kernels are actually the seed of the drupe or drupaceous nut, which technically isn't a real botanical nut.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Walnut/Akhrot - Kernels, 200 g Pouch",DRY FRUITS
"bb Royal Mixed Dry Fruits, 200 g Pouch","bb Royal Mixed Dry Fruits, 200 g Pouch",298,https://www.bigbasket.com/media/uploads/p/s/10000539-4_1-bb-royal-mixed-dry-fruits.jpg,"
Mixed dry fruits are considered as rich suppliers of nutrients and are real delicacies. Fruits present in the pack are Almonds, Raisins, Figs, Plain Pista and Cashews. Dry fruits are hygienically processed and made ready to be consumed raw or used in various food items to make them tasty.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Mixed Dry Fruits, 200 g Pouch",DRY FRUITS
"bb Royal Abjosh/Munakka, 200 g Pouch","bb Royal Abjosh/Munakka, 200 g Pouch",197,https://www.bigbasket.com/media/uploads/p/s/10000540-5_1-bb-royal-abjoshmunakka.jpg,"
Abjosh is dried grapes which have a wrinkly appearance to them. They are sweet and are much loved by the young and old alike. Abjosh is usually a different colour from the usual green raisins. They are an excellent source of minerals, vitamins and enzymes. They are easy to digest and clean the blood and the digestive area.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Abjosh/Munakka, 200 g Pouch",DRY FRUITS
"bb Royal Dry Dates - Chuwara, Kharik, 200 g Pouch","bb Royal Dry Dates - Chuwara, Kharik, 200 g Pouch",100,https://www.bigbasket.com/media/uploads/p/s/10000541-5_1-bb-royal-dry-dates-chuwara-kharik.jpg,"
            Dry Dates is one of the most healthful foods that can either be taken clean or consumed after drying. Dry dates are famous to be an all-in-one natural remedy for a number of health-related problems. It includes a single seed about 2-2.5 cm long and 5-7 mm thick and they are filled with calories can gain adequate muscles with no putting on much weight.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Dry Dates - Chuwara, Kharik, 200 g Pouch",DRY FRUITS
"bb Royal Hazelnuts, 200 g Pouch","bb Royal Hazelnuts, 200 g Pouch",520,https://www.bigbasket.com/media/uploads/p/s/10000545-5_1-bb-royal-hazelnuts.jpg,"
            BB Royal is our in house premium brand of the finest staples sourced right from the best farms and produce centers in order to get you good quality at competitive prices. Every product is carefully selected by experienced and technically competent merchandisers, cleaned and packed at our hygienic facilities in food grade plastic and sold to you at the most competitive prices in the market.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","bb Royal Hazelnuts, 200 g Pouch",DRY FRUITS
"bb Royal Sunflower Seeds, 250 g Pouch","bb Royal Sunflower Seeds, 250 g Pouch",139,https://www.bigbasket.com/media/uploads/p/s/10000546_2-bb-royal-sunflower-seeds.jpg,"
Sunflower seeds are healthy & tasty snacks which are loaded with nutrients. Rich in healthy fat, they are good for overall health. They are rich in unsaturated fatty acids which help to lower cholesterol level.BB Royal is our in house premium brand of the finest staples sourced right from the best farms and production centres in order to get you good quality at competitive prices. Every product is carefully selected by experienced and technically competent merchandisers, cleaned and packed at our hygienic facilities in food-grade plastic and sold to you at the most competitive prices in the market.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Sunflower Seeds, 250 g Pouch",DRY FRUITS
"bb Popular Almond/Badam - Californian, Giri, 500 g Pouch","bb Popular Almond/Badam - Californian, Giri, 500 g Pouch",369,https://www.bigbasket.com/media/uploads/p/s/10000549-6_6-bb-popular-almondbadam-californian-giri.jpg,"
            Almonds are light brown skinned, tough, edible seeds of the almond fruit. They have a wealthy yet subtle bitter-sweet flavor. These are assets of nutrients, especially protein, dietary fibre, mono-unsaturated fatty acids and B complex vitamins. Also, it is wealthy in vitamin E and minerals such as potassium, calcium, manganese, zinc, iron and selenium.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
        ","
            These seeds, being so nutritious promote wellness and possess ""anti-carcinogenic"", antioxidant and ""anti-inflammatory"" properties. They help treat iron deficiency and ""menopause"", and also help lower cholesterol. The healthy fats present in almonds help nourish hair, skin and nails.
        ",DRY FRUITS
"bb Royal Almond/Badam - Californian, Giri, 500 g Pouch","bb Royal Almond/Badam - Californian, Giri, 500 g Pouch",580,https://www.bigbasket.com/media/uploads/p/s/10000550-6_6-bb-royal-almondbadam-californian-giri.jpg,"
American Almonds are delicious alone as a nutritious snack, and they are a prime ingredient in home kitchens and in food manufacturing. It enhances virtually every food they grace with their distinctive taste and satisfying crunch. It is one of the most versatile nuts. It is very nutrient-rich and contains flavonoid phytonutrients which along with the vitamin E present in their flesh provides excellent antioxidant power.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Almond/Badam - Californian, Giri, 500 g Pouch",DRY FRUITS
"bb Popular Cashew/Kaju - Whole, 500 g","bb Popular Cashew/Kaju - Whole, 500 g",534,https://www.bigbasket.com/media/uploads/p/s/10000551-6_7-bb-popular-cashewkaju-whole.jpg,"
Whole kaju or cashew from the house of bb Popular are absolutely delicious and crunchy; this popular snack is loaded with nutritional values. It is said that a handful of cashews can be really good for your health as it has sufficient amounts of phosphorus, manganese, copper and magnesium. Cashews, unlike other oily tree nuts, contain starch which comprises 10% of their weight. This actually helps them to be more effective in dishes like milk-based desserts, stews and soups.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Popular Cashew/Kaju - Whole, 500 g",DRY FRUITS
"bb Royal Cashew/Kaju - Whole, 500 g","bb Royal Cashew/Kaju - Whole, 500 g",678,https://www.bigbasket.com/media/uploads/p/s/10000552-5_2-bb-royal-cashewkaju-whole.jpg,"
The kidney-shaped cashew nut is encased in a hard shell with two layers The nutshell is smooth, oily and about one-eighth of an inch thick. These nuts are also good sources of protein.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/
","bb Royal Cashew/Kaju - Whole, 500 g",DRY FRUITS
"Fresho Kiwi - Green, 1 pc","Fresho Kiwi - Green, 1 pc",18,https://www.bigbasket.com/media/uploads/p/s/10000560-4_5-fresho-kiwi-green.jpg,"
            Kiwis are oval shaped with a brownish outer skin. The flesh is bright green and juicy with tiny, edible black seeds. With its distinct sweet-sour taste and a pleasant smell, it tastes like strawberry and honeydew melon.   Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1010/lean-green-smoothie/    Also try this simple method to ripen and enjoy your juicy kiwi fruit. 
","Fresho Kiwi - Green, 1 pc",FRESH FRUITS
"bb Royal Peas/Matar - Green, 200 g Pouch","bb Royal Peas/Matar - Green, 200 g Pouch",28.81,https://www.bigbasket.com/media/uploads/p/s/10000561-5_2-bb-royal-peasmatar-green.jpg,"
            Green peas are pale green coloured, rounded, mildly sweet tasting, mature legumes that have most of their moisture removed. They are low in calories and contain negligible amounts of sodium, fat and cholesterol. Vitamins A, C, K and B6 are present in plenty.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Peas/Matar - Green, 200 g Pouch",DALS & PULSES
"bb Royal Horse Gram/Kulthi, 200 g Pouch","bb Royal Horse Gram/Kulthi, 200 g Pouch",23,https://www.bigbasket.com/media/uploads/p/s/10000562-6_5-bb-royal-horse-gramkulthi.jpg,"
            Horse Gram is a variety of bean generally used in many South Indian dishes. It is a reddish oval-shaped, brown colored, flattened and glossy skinned lentil. The edible seeds are very nutritious and are used for multiple cooking purposes.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Horse Gram/Kulthi, 200 g Pouch",DALS & PULSES
"bb Royal Rajma - Kashmiri, 200 g Pouch","bb Royal Rajma - Kashmiri, 200 g Pouch",25,https://www.bigbasket.com/media/uploads/p/s/10000563-6_5-bb-royal-rajma-kashmiri.jpg,"
            BB Royal rajma Kashmiri are dark red kidney beans which look very attractive, vibrant and taste yummy after being cooked. Sourced directly from farmers, bigbasket cleans and stores these beans efficiently to avoid contamination and preserve food values. Rich in many nutrients, rajma can be enjoyed in many ways and is easy to prepare as well.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Rajma - Kashmiri, 200 g Pouch",DALS & PULSES
"bb Royal Rajma - Red, 200 g Pouch","bb Royal Rajma - Red, 200 g Pouch",33,https://www.bigbasket.com/media/uploads/p/s/10000564-6_6-bb-royal-rajma-red.jpg,"
            Rajma Red is dark red kidney beans embrace their shape really well during cooking and gladly absorb contiguous flavors, they are a choice bean to use in simmered dishes. These are an outstanding source of folate, manganese and dietary fiber. It is an excellent source of protein, thiamine (vitamin B1), potassium, copper, phosphorus, magnesium, iron and potassium. These are little in fat and loaded with nutrients.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Rajma - Red, 200 g Pouch",DALS & PULSES
"bb Royal Rajma - White/Chitra, 200 g Pouch","bb Royal Rajma - White/Chitra, 200 g Pouch",24.40,https://www.bigbasket.com/media/uploads/p/s/10000565-6_6-bb-royal-rajma-whitechitra.jpg,"
            Rajma are identified for their sturdy nutty flavor and musky smell. Rajma White is rich in iron and can raise your energy level by helping to consistently reload your iron stores. It is also a superior supply of Vitamin B6, Iron, Pantothenic Acid, Phosphorus, Magnesium and Potassium, and a very superior supply of Protein, Thiamin, Vitamin C, Niacin, Riboflavin, Copper, Folate and Manganese.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Rajma - White/Chitra, 200 g Pouch",DALS & PULSES
"bb Royal Lobia - Red, 200 g Pouch","bb Royal Lobia - Red, 200 g Pouch",28,https://www.bigbasket.com/media/uploads/p/s/10000566-4_2-bb-royal-lobia-red.jpg,"
            Red Lobia or Black-eyed Bean or China Bean is relatively soft bean and there is no need to soak it as it cooks simply. These are rich in soluble fiber, fiber, protein, folate, complex carbohydrates, and iron. They are well known for their texture and their ability to absorb flavors. It contains high freshness, outstanding taste and high nutritional value.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Lobia - Red, 200 g Pouch",DALS & PULSES
"bb Royal White Peas/Matar, 200 g Pouch","bb Royal White Peas/Matar, 200 g Pouch",22.40,https://www.bigbasket.com/media/uploads/p/s/10000567-5_2-bb-royal-white-peasmatar.jpg,"
            White Peas are really small powerhouses of nutrition that are a boon for your health and the whole planet. Its also provides at least a quarter of the daily recommended amounts of copper, phosphorus, folic acid, iron, thiamin, potassium, magnesium and manganese. It is rich in soluble fiber.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal White Peas/Matar, 200 g Pouch",DALS & PULSES
"bb Royal Wheat - Whole, 5 kg Bag","bb Royal Wheat - Whole, 5 kg Bag",218,https://www.bigbasket.com/media/uploads/p/s/10000569-5_2-bb-royal-wheat-whole.jpg,"
Whole wheat light brown coloured spindle-shaped, tough, starchy and rich tasting husked kernels of the wheat crop. They are one of the most trendy and extensively used cereals in the world. Wheat is a part of our each day diet. Whole wheat is ground to make different baked goods and bread such as rotis and parathas.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
","bb Royal Wheat - Whole, 5 kg Bag",RICE & RICE PRODUCTS
"bb Royal Masoor - Black, Whole/Sabut, 500 g Pouch","bb Royal Masoor - Black, Whole/Sabut, 500 g Pouch",49,https://www.bigbasket.com/media/uploads/p/s/10000571-6_5-bb-royal-masoor-black-wholesabut.jpg,"
            Masoor Whole Black is one of the most normally used lentils in India. It has high levels of proteins, including the important amino acids isoleucine and lysine, which are a necessary supply of inexpensive protein. It is also rich in Folate, iron, potassium, vitamin B1, and other minerals, all with nearly no fat.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","bb Royal Masoor - Black, Whole/Sabut, 500 g Pouch",DALS & PULSES
"bb Royal Barley/Jau, 200 g Pouch","bb Royal Barley/Jau, 200 g Pouch",16,https://www.bigbasket.com/media/uploads/p/s/10000572-6_8-bb-royal-barleyjau.jpg,"
            BB Royal Barley is widely loved for its rich, nutty flavor, and a chewy texture which is very appealing. This versatile cereal grain is loaded with valuable nutrients and can protect you from several diseases. bigbasket sources the best quality barley from trusted sources and packs the grain carefully to enhance its longevity.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/
        ","bb Royal Barley/Jau, 200 g Pouch",RICE & RICE PRODUCTS
"Fresho Plum - Imported, 1 kg","Fresho Plum - Imported, 1 kg",368,https://www.bigbasket.com/media/uploads/p/s/10000573-4_1-fresho-plum-imported.jpg,"
            The sweet and juicy taste of the dark red imported plums is something that you cannot resist. The Fresho imported plums are sweet and sourced from some of the best growers outside the country. However, they are packaged to ensure you get these in the freshest forms. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/ 
","Fresho Plum - Imported, 1 kg",FRESH FRUITS
"Fresho Cabbage - Organically Grown, 1 pc","Fresho Cabbage - Organically Grown, 1 pc",15,https://www.bigbasket.com/media/uploads/p/s/40023473-4_1-fresho-cabbage-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Cabbage - Organically Grown, 1 pc",ORGANIC FRUITS & VEGETABLES
"Fresho Banana - Yellaki, Organically Grown, 500 g","Fresho Banana - Yellaki, Organically Grown, 500 g",71,https://www.bigbasket.com/media/uploads/p/s/40023474_3-fresho-banana-yellaki-organically-grown.jpg,"
            Fresh, tiny small sized, directly procured from the farm, this variety is called Yelakki in Bangalore and Elaichi in Mumbai. Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas. Yelakki bananas are around 3- 4 inches long, and contain a thinner skin and better shelf life than Robusta bananas.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/ 
","Fresho Banana - Yellaki, Organically Grown, 500 g",ORGANIC FRUITS & VEGETABLES
"Fresho Banana - Robusta, Organically Grown, 1 kg","Fresho Banana - Robusta, Organically Grown, 1 kg",85,https://www.bigbasket.com/media/uploads/p/s/40023475-4_1-fresho-banana-robusta-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Banana - Robusta, Organically Grown, 1 kg",ORGANIC FRUITS & VEGETABLES
"Fresho Potato - Organically Grown, 1 kg","Fresho Potato - Organically Grown, 1 kg",34,https://www.bigbasket.com/media/uploads/p/s/40023476-3_1-fresho-potato-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Potato - Organically Grown, 1 kg",ORGANIC FRUITS & VEGETABLES
"Fresho Radish - Organically Grown, 500 g","Fresho Radish - Organically Grown, 500 g",27,https://www.bigbasket.com/media/uploads/p/s/40023477-4_1-fresho-radish-organically-grown.jpg,"
            Fresho Radish is not only grow organically and is a juicy fruit that is both sweet and pungent in taste. It is a root vegetable and is usually white, pink or even slightly purple in colour. The radishes from Fresho are packed with utmost care to ensure optimal levels of freshness when you unpack it. ","Fresho Radish - Organically Grown, 500 g",ORGANIC FRUITS & VEGETABLES
"Fresho Coconut - Organically Grown, 1 pc","Fresho Coconut - Organically Grown, 1 pc",39,https://www.bigbasket.com/media/uploads/p/s/40023478-4_1-fresho-coconut-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Coconut - Organically Grown, 1 pc",ORGANIC FRUITS & VEGETABLES
"Fresho Chow Chow - Organically Grown, 500 g","Fresho Chow Chow - Organically Grown, 500 g",71,https://www.bigbasket.com/media/uploads/p/s/40023479-2_1-fresho-chow-chow-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Chow Chow - Organically Grown, 500 g",ORGANIC FRUITS & VEGETABLES
"Fresho Ginger - Organically Grown, 250 g","Fresho Ginger - Organically Grown, 250 g",61,https://www.bigbasket.com/media/uploads/p/s/40023480-3_1-fresho-ginger-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Ginger - Organically Grown, 250 g",ORGANIC FRUITS & VEGETABLES
"Fresho Lemon - Organically Grown, 4 pcs","Fresho Lemon - Organically Grown, 4 pcs",71,https://www.bigbasket.com/media/uploads/p/s/40023481-4_1-fresho-lemon-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Lemon - Organically Grown, 4 pcs",ORGANIC FRUITS & VEGETABLES
"Fresho Watermelon - Organically Grown, 1 pc 1.5 - 2.5 kg","Fresho Watermelon - Organically Grown, 1 pc 1.5 - 2.5 kg",75,https://www.bigbasket.com/media/uploads/p/s/40023482-4_1-fresho-watermelon-organically-grown.jpg,"
            With greenish black to smooth dark green surface, we selectively pick organically grown watermelons from the best farms These watermelons have juicy, sweet and grainy textured flesh filled with 12-14% of sugar content, making it a healthy alternative to sugary carbonated drinks. Flesh colour of these are pink to red with dark brown/black seeds. 
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1181/watermelon-mocktail/ 
","Fresho Watermelon - Organically Grown, 1 pc 1.5 - 2.5 kg",ORGANIC FRUITS & VEGETABLES
"Fresho Pineapple - Organically Grown, 1 pc 750-800","Fresho Pineapple - Organically Grown, 1 pc 750-800",63,https://www.bigbasket.com/media/uploads/p/s/40023483-4_1-fresho-pineapple-organically-grown.jpg,"
            With the shape of a pine cone, the fruit is loosely fibrous and juicy with white to yellowish flesh. The edible center part is firm, leathery and sweeter. We selectively pick organically grown pineapples from the best farms  Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/ 
","Fresho Pineapple - Organically Grown, 1 pc 750-800",ORGANIC FRUITS & VEGETABLES
"Fresho Brinjal - Green Long, Organically Grown, 500 g","Fresho Brinjal - Green Long, Organically Grown, 500 g",71,https://www.bigbasket.com/media/uploads/p/s/40023484-4_1-fresho-brinjal-green-long-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Brinjal - Green Long, Organically Grown, 500 g",ORGANIC FRUITS & VEGETABLES
"Fresho Brinjal - Purple, Organically Grown, 500 g","Fresho Brinjal - Purple, Organically Grown, 500 g",50,https://www.bigbasket.com/media/uploads/p/s/40023485_2-fresho-brinjal-purple-organically-grown.jpg,"
            It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. ","Fresho Brinjal - Purple, Organically Grown, 500 g",ORGANIC FRUITS & VEGETABLES
